Task name,Date,Tags,Repo/PR,Notes
spawn v0.50.9,"October 14, 2024",Spawn,"https://github.com/rollchains/spawn/pull/244
https://github.com/rollchains/spawn/releases/tag/v0.50.9","verification, testing across 4 machines, improve docs, shipped"
devex,"October 14, 2024",Meeting,,
chore: update to SDK v0.50,"October 12, 2024",andromeda,https://github.com/andromedaprotocol/andromedad/pull/66,total time taken: 12.2 hours all in. Usually this takes 2 engineering months full time. success
chore(deps): latest cosmwasm v2 + security patches,"October 12, 2024",andromeda,https://github.com/rollchains/andromedad-upgrade/pull/12,
launched demo unified docs-site,"October 12, 2024","Docs, ICF",,
feat: standalone chain generation,"October 12, 2024",Spawn,https://github.com/rollchains/spawn/pull/242,
test(e2e): module generation  + fix BUF cache permission issue,"October 12, 2024",Spawn,https://github.com/rollchains/spawn/pull/239,
fix: do not require a directory for remote urls,"October 12, 2024",local-interchain,https://github.com/strangelove-ventures/interchaintest/pull/1283,
stream container logs via API (with or without tty color),"October 12, 2024",local-interchain,https://github.com/strangelove-ventures/interchaintest/compare/16e733a7bee0155f86f4bb7b37e93b2ed89985a4...14a136e74e3914de7a7c9c07b998272f691ec6de,needed for the SpawnUI. Currently we only stream interaction logs - but container logs are useful too
"docs: cosmwasm IBC tutorial content explanation ","October 12, 2024",Spawn,https://github.com/rollchains/spawn/pull/229,
fix(proto-gen): change uids for user in the container,"October 12, 2024",Spawn,https://github.com/rollchains/spawn/pull/238,phew that was a ubuntu pain
review spawn blog,"October 11, 2024","IBC, Writing",,
refactor: clone local-ic instead of wget,"October 11, 2024",Spawn,https://github.com/rollchains/spawn/pull/237,
add cosmology create-cosmos-app support,"October 11, 2024","Spawn, WebApp",https://github.com/rollchains/spawn/pull/236,
rm ignite support,"October 11, 2024",Spawn,https://github.com/rollchains/spawn/pull/234,
fix: ICS forge display change format,"October 11, 2024",Spawn,https://github.com/rollchains/spawn/pull/233,
Ubuntu 22.04 issue with make protogen in docker,"October 11, 2024",Spawn,"https://github.com/rollchains/spawn/pull/232
https://github.com/rollchains/spawn/pull/238","no files are generated from the docker container instance for some reason

Running buf generate outside the container works tho."
latest test version fixes,"October 10, 2024",andromeda,https://github.com/rollchains/andromedad-upgrade/pull/11,updated from testnet to mainnet version image
galen debugging local-ic,"October 9, 2024",Meeting,https://github.com/strangelove-ventures/interchaintest/issues/1282,
ToTs,"October 9, 2024",Meeting,,
uplift kick off,"October 9, 2024",Meeting,,
WIP: CW IBC nameservice example,"October 9, 2024","Docs, ICF, Spawn",https://github.com/rollchains/spawn/pull/229,"base working, passed data successfully"
playing with create-cosmos-app spawn integration,"October 8, 2024","Spawn, WebApp",,"found a few bugs / issues, but net: rocks"
"docs: debugging system help, more env docs","October 8, 2024","Docs, Spawn",https://github.com/rollchains/spawn/pull/227,
so many calls,"October 8, 2024",Meeting,,
galen + local-ic / spawn docker walkthrough & help,"October 8, 2024","Spawn, WebApp",,
cleanup speed up internal testing review,"October 7, 2024",interchain-test,https://github.com/strangelove-ventures/interchaintest/pull/1263,
linted,"October 7, 2024",andromeda,https://github.com/rollchains/andromedad-upgrade/pull/9,~20 minutes
"dockerize, local search index, microsoft clarity","October 7, 2024","Docs, ICF","https://github.com/interchainio/dev-portal-docsite/pull/6
https://github.com/interchainio/dev-portal-docsite/pull/8
https://github.com/interchainio/dev-portal-docsite/pull/9",
pre-cosmoverse priorities,"October 7, 2024","ICF, Meeting",,
"cleanup, CW upgrade conformance, fix fee burn issue, completed v0.50 upgrade","October 7, 2024",andromeda,https://github.com/Reecepbcups/andromedad-upgrade/compare/9e56f07067576b2e95ee5f98f46ae44dff22a5b3...35caaef52e32d0fbab073daa5c94b90cd326a1bf,
v2 interchaintest upgrade test,"October 5, 2024",andromeda,https://github.com/Reecepbcups/andromedad-upgrade/compare/a3cd156f6797510b93d793cb3af1879fe890dcdf...9e56f07067576b2e95ee5f98f46ae44dff22a5b3,"3h 21m

- Fixed param register
- added upgrade logic migrations
- Within my 8 hour goal (7.95 hours)"
v2 upgrade handler,"October 5, 2024",andromeda,https://github.com/Reecepbcups/andromedad-upgrade/commit/a3cd156f6797510b93d793cb3af1879fe890dcdf,13m
ibc-hooks e2e,"October 5, 2024",andromeda,https://github.com/Reecepbcups/andromedad-upgrade/commit/bad8a44674a57e66ea1d85cf34c88801669f1c01,18m
"move over sdk x/distr, apply changes, update protos, add CW queryAdapter, fix mocks","October 5, 2024",andromeda,,"1h:55m

Need to fix gomock with new mod account, add upgrade handler, and add e2e. Then basic E2E for IBCHooks & verify their bash scripts work for testing alliance"
code review,"October 4, 2024",interchain-test,,
added more replace types,"October 4, 2024",Spawn,https://github.com/rollchains/spawn-chores-plugin/commit/4b7c80604e1b481232f922bde3bbc82504bb3327,
"test(integration): gcosmos build, run, and verify action","October 4, 2024",Gordian,https://github.com/rollchains/gordian/pull/21/commits/d818782a8d99ec252847b99e8ff625514eb5aa0b,
notion-summary-bot,"October 3, 2024",Scripts,https://github.com/Reecepbcups/notion-summary-bot,
x/distribution fork diff check for migration,"October 3, 2024",andromeda,,
"Migrating to v0.50. Chain running, e2e working, unit test passing","October 3, 2024",andromeda,https://github.com/Reecepbcups/andromedad-upgrade,"2h 10m so far
- Diff setup for x/distribution fork: https://github.com/Reecepbcups/andr-diff (to compare for a clean pull over)
- Initial generation, CI, & updates to app (home name for example
- Renamed to proper org
- add testuitl
- fix feeburn ante
- proper beginBlockers
- removed distribution for now, will add back later
- Fix upgrades (accidental nil)
- make proto-gen with proper annotations (+ fix alliance)
- Impl IBCHooks again
- Add back in alliance
- move to older wasmd for heighliner to be happy (will upgrade later to a wasmv2)
- Running network with sh-testnet and interchaintest"
fix: proto annotation for cosmos msg service,"October 3, 2024","alliance, andromeda",https://github.com/terra-money/alliance/pull/383,
debugged ante sig verification issue. integration did not use chain-id.,"October 3, 2024",Gordian,https://github.com/rollchains/gordian/compare/39897611679420b81cfc8bb0c7c8c3f49e1bd31b...ffe7de16b33f4a0f1a579ea07fb12bfdfb040cc7,
Interchain DevEx,"October 3, 2024","ICF, Meeting",,
cleanup from Andrew’s reviews,"October 3, 2024",interchain-test,"https://github.com/strangelove-ventures/interchaintest/pull/1263
https://github.com/strangelove-ventures/interchaintest/pull/1235",
fix: add gentx vals to satisfy hashscheme,"October 2, 2024",Gordian,https://github.com/rollchains/gordian/pull/21,
"fixing broken IBC links, bash script cleanup","October 2, 2024","Docs, ICF",,
Gordian / IBC re prioritization plan / bizdev,"October 1, 2024",Meeting,,
fix: test using the same storage key for default modules,"October 1, 2024",Spawn,https://github.com/rollchains/spawn/pull/225,
devEx standup,"October 1, 2024",Meeting,,
